Iteration(0): 1 context requests, 8000 context tokens, 0 generation requests, 0 generation tokens, iteration elapsed time: 1207.40 ms
Iteration(1667): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.26 ms
Iteration(1668): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.78 ms
Iteration(1669): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.55 ms
Iteration(1670): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.86 ms
Iteration(1671): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.10 ms
Iteration(1672): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.24 ms
Iteration(1673): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.37 ms
Iteration(1674): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.51 ms
Iteration(1675): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.97 ms
Iteration(1676): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.46 ms
Iteration(1677): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.27 ms
Iteration(1678): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.31 ms
Iteration(1679): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.26 ms
Iteration(1680): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.30 ms
Iteration(1681): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.47 ms
Iteration(1682): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.69 ms
Iteration(1683): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.12 ms
Iteration(1684): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.82 ms
Iteration(1685): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.05 ms
Iteration(1686): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.35 ms
Iteration(1687): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.19 ms
Iteration(1688): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.58 ms
Iteration(1689): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.33 ms
Iteration(1690): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.15 ms
Iteration(1691): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.09 ms
Iteration(1692): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.01 ms
Iteration(1693): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.27 ms
Iteration(1694): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1695): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.94 ms
Iteration(1696): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.28 ms
Iteration(1697): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(1698): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.79 ms
Iteration(1699): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.57 ms
Iteration(1700): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.81 ms
Iteration(1701): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.55 ms
Iteration(1702): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.76 ms
Iteration(1703): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.02 ms
Iteration(1704): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.60 ms
Iteration(1705): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.85 ms
Iteration(1706): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.76 ms
Iteration(1707): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.12 ms
Iteration(1708): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.68 ms
Iteration(1709): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.18 ms
Iteration(1710): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1711): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.37 ms
Iteration(1712): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.70 ms
Iteration(1713): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.92 ms
Iteration(1714): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.21 ms
Iteration(1715): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.90 ms
Iteration(1716): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1717): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.56 ms
Iteration(1718): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.94 ms
Iteration(1719): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.26 ms
Iteration(1720): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.72 ms
Iteration(1721): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.18 ms
Iteration(1722): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.60 ms
Iteration(1723): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.79 ms
Iteration(1724): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.02 ms
Iteration(1725): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.44 ms
Iteration(1726): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.39 ms
Iteration(1727): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.27 ms
Iteration(1728): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.57 ms
Iteration(1729): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.71 ms
Iteration(1730): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.98 ms
Iteration(1731): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.25 ms
Iteration(1732): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.83 ms
Iteration(1733): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.48 ms
Iteration(1734): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.66 ms
Iteration(1735): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.17 ms
Iteration(1736): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.50 ms
Iteration(1737): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.31 ms
Iteration(1738): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.63 ms
Iteration(1739): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(1740): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.43 ms
Iteration(1741): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.65 ms
Iteration(1742): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.30 ms
Iteration(1743): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.12 ms
Iteration(1744): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.57 ms
Iteration(1745): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.96 ms
Iteration(1746): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.86 ms
Iteration(1747): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.44 ms
Iteration(1748): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.48 ms
Iteration(1749): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.25 ms
Iteration(1750): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.14 ms
Iteration(1751): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.23 ms
Iteration(1752): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.74 ms
Iteration(1753): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.76 ms
Iteration(1754): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.79 ms
Iteration(1755): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.06 ms
Iteration(1756): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.73 ms
Iteration(1757): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.23 ms
Iteration(1758): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1759): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.82 ms
Iteration(1760): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.96 ms
Iteration(1761): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.28 ms
Iteration(1762): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.99 ms
Iteration(1763): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.04 ms
Iteration(1764): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.70 ms
Iteration(1765): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.56 ms
Iteration(1766): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.32 ms
Iteration(1767): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.17 ms
Iteration(1768): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.02 ms
Iteration(1769): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.14 ms
Iteration(1770): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.99 ms
Iteration(1771): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.91 ms
Iteration(1772): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.91 ms
Iteration(1773): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.59 ms
Iteration(1774): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.96 ms
Iteration(1775): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.16 ms
Iteration(1776): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.47 ms
Iteration(1777): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.62 ms
Iteration(1778): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.92 ms
Iteration(1779): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.22 ms
Iteration(1780): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.54 ms
Iteration(1781): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.61 ms
Iteration(1782): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.02 ms
Iteration(1783): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.19 ms
Iteration(1784): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.74 ms
Iteration(1785): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.39 ms
Iteration(1786): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.05 ms
Iteration(1787): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.20 ms
Iteration(1788): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.56 ms
Iteration(1789): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.24 ms
Iteration(1790): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.72 ms
Iteration(1791): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.67 ms
Iteration(1792): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1793): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.41 ms
Iteration(1794): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.08 ms
Iteration(1795): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.42 ms
Iteration(1796): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.56 ms
Iteration(1797): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.11 ms
Iteration(1798): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.59 ms
Iteration(1799): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.30 ms
Iteration(1800): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.94 ms
Iteration(1801): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.78 ms
Iteration(1802): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.17 ms
Iteration(1803): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.44 ms
Iteration(1804): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.69 ms
Iteration(1805): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.53 ms
Iteration(1806): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.06 ms
Iteration(1807): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.95 ms
Iteration(1808): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.41 ms
Iteration(1809): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.40 ms
Iteration(1810): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1811): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.43 ms
Iteration(1812): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1813): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.31 ms
Iteration(1814): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.54 ms
Iteration(1815): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.37 ms
Iteration(1816): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.84 ms
Iteration(1817): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.38 ms
Iteration(1818): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.95 ms
Iteration(1819): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.18 ms
Iteration(1820): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1821): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.45 ms
Iteration(1822): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.15 ms
Iteration(1823): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1824): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.13 ms
Iteration(1825): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.79 ms
Iteration(1826): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 34.71 ms
Iteration(1827): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.26 ms
Iteration(1828): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.58 ms
Iteration(1829): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.36 ms
Iteration(1830): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.12 ms
Iteration(1831): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1832): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.80 ms
Iteration(1833): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.39 ms
Iteration(1834): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.30 ms
Iteration(1835): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.64 ms
Iteration(1836): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.21 ms
Iteration(1837): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.00 ms
Iteration(1838): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.94 ms
Iteration(1839): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.61 ms
Iteration(1840): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.12 ms
Iteration(1841): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.35 ms
Iteration(1842): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.34 ms
Iteration(1843): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.37 ms
Iteration(1844): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.02 ms
Iteration(1845): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.63 ms
Iteration(1846): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.97 ms
Iteration(1847): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.72 ms
Iteration(1848): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.26 ms
Iteration(1849): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.60 ms
Iteration(1850): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.03 ms
Iteration(1851): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.50 ms
Iteration(1852): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.33 ms
Iteration(1853): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.57 ms
Iteration(1854): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.63 ms
Iteration(1855): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.69 ms
Iteration(1856): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.31 ms
Iteration(1857): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.55 ms
Iteration(1858): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.55 ms
Iteration(1859): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.38 ms
Iteration(1860): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.29 ms
Iteration(1861): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.48 ms
Iteration(1862): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.91 ms
Iteration(1863): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1864): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.27 ms
Iteration(1865): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.58 ms
Iteration(1866): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.21 ms
Iteration(1867): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.78 ms
Iteration(1868): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.48 ms
Iteration(1869): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.64 ms
Iteration(1870): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.13 ms
Iteration(1871): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.63 ms
Iteration(1872): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.44 ms
Iteration(1873): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.61 ms
Iteration(1874): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.30 ms
Iteration(1875): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.53 ms
Iteration(1876): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.59 ms
Iteration(1877): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.40 ms
Iteration(1878): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.05 ms
Iteration(1879): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.10 ms
Iteration(1880): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.01 ms
Iteration(1881): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.87 ms
Iteration(1882): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 37.13 ms
Iteration(1883): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.39 ms
Iteration(1884): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.77 ms
Iteration(1885): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.53 ms
Iteration(1886): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.92 ms
Iteration(1887): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.60 ms
Iteration(1888): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.51 ms
Iteration(1889): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.60 ms
Iteration(1890): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.24 ms
Iteration(1891): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.36 ms
Iteration(1892): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.48 ms
Iteration(1893): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.57 ms
Iteration(1894): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.38 ms
Iteration(1895): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.43 ms
Iteration(1896): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.86 ms
Iteration(1897): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.94 ms
Iteration(1898): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.06 ms
Iteration(1899): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.50 ms
Iteration(1900): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.51 ms
Iteration(1901): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.34 ms
Iteration(1902): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.04 ms
Iteration(1903): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.85 ms
Iteration(1904): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.28 ms
Iteration(1905): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.76 ms
Iteration(1906): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.76 ms
Iteration(1907): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 35.62 ms
Iteration(1908): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.26 ms
Iteration(1909): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.18 ms
Iteration(1910): 0 context requests, 0 context tokens, 128 generation requests, 128 generation tokens, iteration elapsed time: 36.36 ms
